Order_ID	Order_Product_ID	Order_Date	Order_Priority	Order_Quantity	Sales	Discount	Ship_Mode	Profit	Unit_Price	Shipping_Cost	Customer_Name	Province	Region	Customer_Segment	Product_Category	Product_Sub_Category	Product_Name	Product_Container	Ship_Date
24128	211	11/23/10	High	43	6583.913	0.09	Regular Air	1459.79	195.99	3.99	Eugene Barchas	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	CF 888	Small Box	2010-11-25
24294	212	8/2/09	Not Specified	24	4865.72	0.03	Delivery Truck	1951.3	200.97	15.59	Thomas Seio	Northwest Territories	Northwest Territories	Home Office	Technology	Office Machines	Hewlett-Packard Deskjet 6122 Color Inkjet Printer	Jumbo Drum	2009-08-03
24387	213	8/10/11	Critical	23	1003.31	0.01	Regular Air	51.9	40.97	14.45	Bryan Mills	Northwest Territories	Northwest Territories	Small Business	Furniture	Office Furnishings	Dana Halogen Swing-Arm Architect Lamp	Large Box	2011-08-11
24387	214	8/10/11	Critical	17	6048.18	0.04	Delivery Truck	1418.36	349.45	60	Bryan Mills	Northwest Territories	Northwest Territories	Small Business	Furniture	Tables	"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"	Jumbo Drum	2011-08-10
24515	215	5/6/10	Critical	41	3051.27	0.1	Delivery Truck	121.48	80.97	33.6	Eugene Barchas	Northwest Territories	Northwest Territories	Home Office	Technology	Office Machines	Lexmark Z25 Color Inkjet Printer	Jumbo Drum	2010-05-08
24743	216	6/28/12	Low	47	9633.59	0.06	Delivery Truck	176.67	216.6	64.2	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Hon Multipurpose Stacking Arm Chairs	Jumbo Drum	2012-07-05
24743	217	6/28/12	Low	26	3758.77	0	Regular Air	753.61	140.81	24.49	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Hon Olson Stacker Stools	Large Box	2012-07-03
24871	218	3/23/11	Medium	6	143.78	0.04	Regular Air	75.3	22.72	8.99	Carl Ludwig	Northwest Territories	Northwest Territories	Corporate	Furniture	Office Furnishings	"Executive Impressions 14"" Two-Color Numerals Wall Clock"	Small Pack	2011-03-24
25318	219	11/19/11	Critical	22	440.92	0.05	Express Air	-65.18	19.98	10.49	Julia West	Northwest Territories	Northwest Territories	Small Business	Furniture	Office Furnishings	12-1/2 Diameter Round Wall Clock	Small Box	2011-11-21
25377	220	11/26/12	Low	3	4343.51	0.09	Delivery Truck	-3755.03	1500.97	29.7	Don Jones	Northwest Territories	Northwest Territories	Corporate	Technology	Office Machines	Epson DFX5000+ Dot Matrix Printer	Jumbo Drum	2012-12-03
25634	221	7/29/10	Not Specified	29	593.32	0.03	Regular Air	28.99	20.95	4	Mike Pelletier	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	"Fellowes Basic 104-Key Keyboard, Platinum"	Small Box	2010-08-01
25634	222	7/29/10	Not Specified	26	626.07	0.03	Express Air	185.32	23.99	6.71	Mike Pelletier	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Envelopes	"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"	Small Box	2010-07-30
25733	223	5/12/12	Low	24	557.23	0.09	Regular Air	-42.99	24.92	12.98	Eugene Barchas	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	GBC Standard Therm-A-Bind Covers	Small Box	2012-05-17
25767	224	3/3/12	High	7	261.88	0.08	Regular Air	-59.2	39.48	1.99	Ann Chong	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	"80 Minute CD-R Spindle, 100/Pack - Staples"	Small Pack	2012-03-03
25767	225	3/3/12	High	15	593.73	0.04	Regular Air	108.01	38.76	13.26	Ann Chong	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	Xerox 1892	Small Box	2012-03-04
26023	226	8/20/10	High	49	120.77	0.03	Regular Air	19.86	2.47	1.02	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Rubber Bands	Staples Paper Clips	Wrap Bag	2010-08-21
26051	227	6/27/10	Not Specified	22	795.74	0	Delivery Truck	-127.39	33.94	19.19	Annie Cyprus	Northwest Territories	Northwest Territories	Home Office	Furniture	Chairs & Chairmats	"Metal Folding Chairs, Beige, 4/Carton"	Jumbo Drum	2010-06-29
26051	228	6/27/10	Not Specified	31	251.75	0.07	Regular Air	22.46	8.33	1.99	Annie Cyprus	Northwest Territories	Northwest Territories	Home Office	Technology	Computer Peripherals	"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples"	Small Pack	2010-06-28
26116	229	10/29/12	Critical	36	697.41	0.04	Regular Air	81.71	18.97	9.03	Carlos Soltero	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Paper	Computer Printout Paper with Letter-Trim Perforations	Small Box	2012-10-30
26182	230	1/16/10	Not Specified	30	4684.9	0.01	Delivery Truck	-549.27	150.98	66.27	Doug Bickford	Northwest Territories	Northwest Territories	Corporate	Furniture	Bookcases	Bush Mission Pointe Library	Jumbo Box	2010-01-19
26272	231	6/29/12	Low	6	905.94	0.04	Express Air	-4.19	140.81	24.49	Carlos Daly	Northwest Territories	Northwest Territories	Home Office	Furniture	Chairs & Chairmats	Hon Olson Stacker Stools	Large Box	2012-07-08
26370	232	8/8/11	Not Specified	12	270.23	0.08	Regular Air	52.02	22.84	5.47	Fred Wasserman	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Paper	Xerox 1929	Small Box	2011-08-10
26370	233	8/8/11	Not Specified	20	660.27	0.09	Express Air	63.83	34.76	5.49	Fred Wasserman	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Home/Office Personal File Carts	Small Box	2011-08-10
26499	234	2/21/10	Medium	11	32.4	0.05	Regular Air	8.78	2.88	0.5	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Labels	Avery 507	Small Box	2010-02-22
26531	235	6/20/11	Medium	26	4688.9485	0	Regular Air	1215.44	205.99	5.26	Michelle Lonsdale	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	i470	Small Box	2011-06-22
26567	236	9/4/09	Critical	8	50.7	0.08	Regular Air	-44.07	5.4	7.78	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	3M Organizer Strips	Small Box	2009-09-04
26567	237	9/4/09	Critical	10	90.06	0.09	Express Air	-100.51	8.46	8.99	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	"Imation 3.5 IBM Diskettes, 10/Box"	Small Pack	2009-09-07
26567	238	9/4/09	Critical	22	338.52	0.21	Regular Air	-17.75	14.98	8.99	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Furniture	Office Furnishings	"GE 4 Foot Flourescent Tube, 40 Watt"	Small Pack	2009-09-05
26567	239	9/4/09	Critical	48	6109.817	0.04	Regular Air	1374.95	155.99	8.08	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	300 Series Non-Flip	Small Box	2009-09-05
26854	240	6/21/09	Not Specified	1	34.11	0.02	Regular Air	-12.95	25.38	8.99	Charlotte Melton	Northwest Territories	Northwest Territories	Home Office	Furniture	Office Furnishings	"Executive Impressions 13"" Chairman Wall Clock"	Small Pack	2009-06-22
27109	241	2/8/12	Critical	48	538.22	0.01	Regular Air	-154.66	10.97	6.5	Barry French	Northwest Territories	Northwest Territories	Consumer	Technology	Computer Peripherals	Micro Innovations 104 Keyboard	Small Box	2012-02-10
27111	242	3/11/09	High	11	1064.23	0.06	Regular Air	-127.56	99.99	19.99	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Technology	Computer Peripherals	US Robotics 56K V.92 External Faxmodem	Small Box	2009-03-14
27111	243	3/11/09	High	18	3497.05	0	Regular Air	282.18	193.17	19.99	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Fellowes Staxonsteel¬ Drawer Files	Small Box	2009-03-12
27111	244	3/11/09	High	44	774.0525	0.08	Express Air	-96.34	20.99	3.3	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Technology	Telephones and Communication	Accessory39	Small Pack	2009-03-11
27264	245	6/4/11	Low	3	74.05	0.02	Regular Air	44.54	19.99	11.17	Henry Goldwyn	Northwest Territories	Northwest Territories	Small Business	Furniture	Office Furnishings	Telescoping Adjustable Floor Lamp	Large Box	2011-06-06
27392	246	3/2/12	Low	37	5753.85	0	Regular Air	2509.52	150.98	13.99	Frank Price	Northwest Territories	Northwest Territories	Corporate	Technology	Office Machines	Canon MP41DH Printing Calculator	Medium Box	2012-03-11
27553	247	8/12/11	Medium	48	18235.47	0.03	Delivery Truck	1166.93	370.98	99	Jim Radford	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"	Jumbo Drum	2011-08-14
27553	248	8/12/11	Medium	16	2631.107	0	Regular Air	297.11	179.99	13.99	Jim Radford	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine	Medium Box	2011-08-14
27555	249	9/1/09	Critical	32	209.42	0.1	Regular Air	65.41	6.74	1.72	Ralph Knight	Northwest Territories	Northwest Territories	Consumer	Office Supplies	Paper	"Memo Book, 100 Message Capacity, 5 3/8î x 11î"	Wrap Bag	2009-09-03
27680	250	1/26/10	Critical	32	324.4	0.1	Regular Air	-46.98	10.89	4.5	Delfina Latchford	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	Small Box	2010-01-27
27680	251	1/26/10	Critical	19	137.02	0.01	Regular Air	-46.89	6.48	6.6	Delfina Latchford	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Paper	Xerox 21	Small Box	2010-01-27
27778	252	9/2/11	Critical	1	232.67	0.02	Regular Air	-105.14	223.98	15.01	Roy Skaria	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	GBC DocuBind TL200 Manual Binding Machine	Small Box	2011-09-04
27778	253	9/2/11	Critical	34	4805.92	0.07	Delivery Truck	-393.96	140.98	36.09	Roy Skaria	Northwest Territories	Northwest Territories	Corporate	Furniture	Bookcases	"Sauder Forest Hills Library, Woodland Oak Finish"	Jumbo Box	2011-09-04
27909	254	2/7/12	Critical	1	62.26	0.09	Regular Air	-23.24	54.96	10.75	Monica Federle	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	Xerox 1940	Small Box	2012-02-09
27909	255	2/7/12	Critical	47	58.53	0.07	Regular Air	-24.86	1.26	0.7	Monica Federle	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Rubber Bands	Bagged Rubber Bands	Wrap Bag	2012-02-10
28003	256	3/19/11	Critical	31	157.79	0.09	Regular Air	-95.92	4.98	6.07	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	Xerox 1897	Small Box	2011-03-21
28035	257	5/8/11	Not Specified	19	376.21	0.03	Regular Air	89.56	18.99	5.23	Don Miller	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	Poly Designer Cover & Back	Small Box	2011-05-10
28135	258	9/25/09	Critical	37	1601.24	0.08	Regular Air	520.69	46.89	5.1	Jeremy Lonsdale	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Appliances	Bionaire Personal Warm Mist Humidifier/Vaporizer	Medium Box	2009-09-27
28135	259	9/25/09	Critical	40	501.31	0.05	Regular Air	38.23	12.98	3.14	Jeremy Lonsdale	Northwest Territories	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	"Acme¬ 8"" Straight Scissors"	Small Pack	2009-09-25
28165	260	7/9/12	Not Specified	2	24.96	0.05	Regular Air	-12.8	10.91	2.99	Grant Carroll	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Heavy-Duty E-Z-D¬ Binders	Small Box	2012-07-11
28289	261	1/14/10	High	31	166.76	0.01	Regular Air	-46.03	4.98	4.75	Carl Ludwig	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)	Small Box	2010-01-15
28486	262	8/26/09	High	2	811.13	0.08	Regular Air	-517.47	415.88	11.37	Carlos Daly	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Deluxe Rollaway Locking File with Drawer	Small Box	2009-08-27
28675	263	10/8/09	Critical	15	822.8425	0.1	Regular Air	4.39	65.99	5.92	Ralph Knight	Northwest Territories	Northwest Territories	Consumer	Technology	Telephones and Communication	252	Small Box	2009-10-09
28870	264	11/10/11	High	35	3310.9455	0.05	Regular Air	822.4	115.99	2.5	Cindy Schnelling	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	6160	Small Box	2011-11-13
28871	265	4/15/12	High	10	55.02	0.08	Regular Air	-56.12	5.02	5.14	Claudia Miner	Northwest Territories	Northwest Territories	Small Business	Technology	Computer Peripherals	"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack"	Small Pack	2012-04-15
29030	266	1/2/12	Medium	10	192.58	0.05	Regular Air	24.6	19.84	4.1	Roy Skaria	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	Prismacolor Color Pencil Set	Wrap Bag	2012-01-03
29095	267	3/8/11	Not Specified	40	291.67	0.01	Regular Air	54.46	6.75	2.99	Delfina Latchford	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Wilson Jones DublLock¬ D-Ring Binders	Small Box	2011-03-09
29287	268	7/2/09	High	50	281.39	0.1	Regular Air	-106.4	5.74	5.01	Edward Hooks	Northwest Territories	Northwest Territories	Consumer	Office Supplies	Binders and Binder Accessories	Binder Posts	Small Box	2009-07-04
29287	269	7/2/09	High	49	12593.91	0.09	Delivery Truck	2699.67	270.97	28.06	Edward Hooks	Northwest Territories	Northwest Territories	Consumer	Technology	Office Machines	Epson LQ-570e Dot Matrix Printer	Jumbo Drum	2009-07-04
29510	270	4/15/11	Critical	22	6123.94	0.01	Delivery Truck	1292.44	260.98	41.91	Don Miller	Northwest Territories	Northwest Territories	Home Office	Furniture	Bookcases	"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"	Jumbo Box	2011-04-17
29795	271	11/25/11	High	49	19325.2	0.05	Regular Air	8793.54	387.99	19.99	Grant Carroll	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Fellowes PB300 Plastic Comb Binding Machine	Small Box	2011-11-26
29795	272	11/25/11	High	48	8380.22	0	Delivery Truck	813.83	160.98	35.02	Grant Carroll	Northwest Territories	Northwest Territories	Small Business	Furniture	Bookcases	Rush Hierlooms Collection Rich Wood Bookcases	Jumbo Box	2011-11-26
29861	273	4/25/12	Critical	11	35.17	0.03	Regular Air	5.58	3.08	0.99	Brad Eason	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Labels	Avery 481	Small Box	2012-04-26
30658	274	3/26/11	Medium	35	17387.65	0.08	Regular Air	6907.61	499.99	24.49	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Technology	Copiers and Fax	Sharp AL-1530CS Digital Copier	Large Box	2011-03-27
30658	275	3/26/11	Medium	44	6040.22	0.05	Regular Air	-942.5	138.14	35	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	"SAFCO Commercial Wire Shelving, Black"	Large Box	2011-03-28
30947	276	7/14/10	Low	17	691.59	0.03	Regular Air	261.24	41.94	2.99	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	"Avery Trapezoid Extra Heavy Duty 4"" Binders"	Small Box	2010-07-18
30947	277	7/14/10	Low	45	345.2	0.01	Regular Air	183.53	7.31	0.49	Charles McCrossin	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Labels	Self-Adhesive Address Labels for Typewriters by Universal	Small Box	2010-07-18
31077	278	10/23/10	Not Specified	36	1955.0765	0.06	Regular Air	470.83	65.99	3.9	Bryan Mills	Northwest Territories	Northwest Territories	Small Business	Technology	Telephones and Communication	StarTAC Series	Small Box	2010-10-25
31111	279	8/24/09	Not Specified	27	217.93	0.03	Regular Air	-29.02	7.64	5.83	Monica Federle	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"	Wrap Bag	2009-08-26
31169	280	6/9/11	Low	6	254.76	0.06	Regular Air	109.88	40.97	14.45	Michelle Lonsdale	Northwest Territories	Northwest Territories	Home Office	Furniture	Office Furnishings	Dana Halogen Swing-Arm Architect Lamp	Large Box	2011-06-13
31270	281	11/23/12	Medium	21	6806.66	0	Delivery Truck	801.72	299.05	87.01	Michelle Lonsdale	Northwest Territories	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Global Comet» Stacking Armless Chair	Jumbo Drum	2012-11-24
31270	282	11/23/12	Medium	3	891.61	0.1	Delivery Truck	-328.36	291.73	48.8	Michelle Lonsdale	Northwest Territories	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Hon 4070 Series Pagoda» Armless Upholstered Stacking Chairs	Jumbo Drum	2012-11-25
31270	283	11/23/12	Medium	5	165.04	0.03	Regular Air	-112.44	30.42	8.65	Michelle Lonsdale	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	"Fellowes Internet Keyboard, Platinum"	Small Box	2012-11-25
31364	284	5/1/09	Not Specified	2	789.01	0.07	Regular Air	-539.59	415.88	11.37	Beth Thompson	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Deluxe Rollaway Locking File with Drawer	Small Box	2009-05-01
31393	285	5/11/12	Critical	4	97.57	0.04	Regular Air	-27.31	19.94	14.87	Cindy Schnelling	Northwest Territories	Northwest Territories	Corporate	Furniture	Office Furnishings	Luxo Economy Swing Arm Lamp	Large Box	2012-05-12
31393	286	5/11/12	Critical	31	110.32	0.09	Regular Air	-32.65	3.68	1.32	Cindy Schnelling	Northwest Territories	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	"*Staples* vLetter Openers, 2/Pack"	Wrap Bag	2012-05-13
31492	287	10/15/10	Critical	26	321.68	0.04	Regular Air	-12.25	11.97	4.98	Nicole Hansen	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Appliances	Staples 6 Outlet Surge	Small Box	2010-10-17
31492	288	10/15/10	Critical	34	971.95	0.09	Express Air	-21.1	29.74	6.64	Nicole Hansen	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Storage & Organization	Acco Perma¬ 2700 Stacking Storage Drawers	Small Box	2010-10-18
31492	289	10/15/10	Critical	23	2149.03	0.03	Regular Air	-235.56	95.43	19.99	Nicole Hansen	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Storage & Organization	Fellowes Stor/Drawer¬ Steel Plus» Storage Drawers	Small Box	2010-10-16
31558	290	7/23/11	Low	12	3671.3	0.04	Regular Air	900.06	300.65	24.49	Cari Schnelling	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Appliances	Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room	Large Box	2011-07-28
31558	291	7/23/11	Low	42	1763.6	0.08	Regular Air	455.37	45.19	1.99	Cari Schnelling	Northwest Territories	Northwest Territories	Home Office	Technology	Computer Peripherals	"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus"	Small Pack	2011-07-23
31618	292	7/11/11	Critical	14	403.17	0.02	Regular Air	147.45	28.53	1.49	Roy Skaria	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Lock-Up Easel 'Spel-Binder'	Small Box	2011-07-11
31684	293	9/16/12	Critical	15	89.97	0.02	Regular Air	23.48	5.68	1.46	Susan Vittorini	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"	Wrap Bag	2012-09-19
31684	294	9/16/12	Critical	28	456.91	0.04	Express Air	-328.18	15.51	17.78	Susan Vittorini	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	"Tenex File Box, Personal Filing Tote with Lid, Black"	Small Box	2012-09-18
31781	295	1/16/09	Medium	46	249.02	0.1	Regular Air	-282.61	5.81	8.49	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Fellowes Black Plastic Comb Bindings	Small Box	2009-01-17
31781	296	1/16/09	Medium	41	78.49	0.03	Regular Air	5.53	1.81	0.75	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Rubber Bands	Assorted Color Push Pins	Wrap Bag	2009-01-17
32193	297	10/20/10	Low	4	40.72	0.1	Express Air	-10.25	6.68	6.93	Chad Cunningham	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Paper	HP Office Paper (20Lb. and 87 Bright)	Small Box	2010-10-22
32193	298	10/20/10	Low	27	113.3	0.02	Regular Air	37.33	3.93	0.99	Chad Cunningham	Northwest Territories	Northwest Territories	Small Business	Office Supplies	Rubber Bands	Staples Vinyl Coated Paper Clips	Wrap Bag	2010-10-25
32229	299	8/30/10	High	8	1219.19	0.02	Regular Air	44.37	150.98	13.99	Carlos Daly	Northwest Territories	Northwest Territories	Corporate	Technology	Office Machines	Canon MP41DH Printing Calculator	Medium Box	2010-08-30
32229	300	8/30/10	High	15	28.68	0	Regular Air	-0.12	1.76	0.7	Carlos Daly	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	Newell 310	Wrap Bag	2010-08-31
32743	301	5/7/10	Critical	19	3548.67	0.01	Regular Air	1280.19	177.98	0.99	Grant Carroll	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece Power Center	Small Box	2010-05-09
32806	302	6/21/11	Critical	8	178.78	0.02	Regular Air	-28.34	20.24	8.99	Julia West	Northwest Territories	Northwest Territories	Home Office	Furniture	Office Furnishings	"DAX Metal Frame, Desktop, Stepped-Edge"	Small Pack	2011-06-22
33123	303	11/24/10	Medium	41	6045.98	0.08	Delivery Truck	-996.67	150.98	66.27	Roy Skaria	Northwest Territories	Northwest Territories	Corporate	Furniture	Bookcases	Bush Mission Pointe Library	Jumbo Box	2010-11-26
33159	304	4/27/12	Medium	3	56.695	0.01	Regular Air	-70.97	20.99	0.99	Cindy Schnelling	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	Accessory21	Wrap Bag	2012-04-29
33186	305	8/28/12	Low	24	1350.531	0.01	Regular Air	221.18	65.99	5.26	Don Jones	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	8860	Small Box	2012-08-30
33377	306	7/31/11	High	20	100.4	0.06	Regular Air	11.94	5.18	2.04	Beth Thompson	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	Array¬ Memo Cubes	Wrap Bag	2011-08-02
33377	307	7/31/11	High	19	327.15	0.04	Regular Air	47.3	17.24	3.26	Beth Thompson	Northwest Territories	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	"Fiskars 8"" Scissors, 2/Pack"	Small Pack	2011-08-01
33444	308	10/6/12	Medium	11	30.51	0.09	Regular Air	-17.68	2.6	2.4	Alan Barnes	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	12 Colored Short Pencils	Wrap Bag	2012-10-07
33444	309	10/6/12	Medium	8	127.8	0.07	Regular Air	-30.48	14.97	7.51	Alan Barnes	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Pizazz¬ Global Quick File»	Small Box	2012-10-08
33703	310	2/6/10	Not Specified	4	242.36	0.08	Regular Air	-131.48	60.98	1.99	Carl Ludwig	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	Imation 5.2GB DVD-RAM	Small Pack	2010-02-07
33703	311	2/6/10	Not Specified	25	802.19	0	Regular Air	56.26	29.74	6.64	Carl Ludwig	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Acco Perma¬ 2700 Stacking Storage Drawers	Small Box	2010-02-07
33703	312	2/6/10	Not Specified	4	63.52	0.08	Express Air	-8.47	12.21	4.81	Carl Ludwig	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Portable Personal File Box	Small Box	2010-02-08
33734	313	10/17/11	Not Specified	13	371.94	0.05	Regular Air	106.53	29.14	4.86	Jamie Kunitz	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	"Snap-A-Way¬ Black Print Carbonless Speed Message, No Reply Area, Duplicate"	Wrap Bag	2011-10-18
33888	314	8/20/09	Not Specified	31	349.43	0.04	Regular Air	-44.92	11.5	7.19	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	Ibico Covers for Plastic or Wire Binding Elements	Small Box	2009-08-23
33888	315	8/20/09	Not Specified	3	58.33	0.02	Regular Air	-35.08	15.7	11.25	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Hanging Personal Folder File	Small Box	2009-08-21
33888	316	8/20/09	Not Specified	47	10377.22	0.05	Delivery Truck	965.48	225.02	28.66	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Tennsco Double-Tier Lockers	Jumbo Drum	2009-08-22
33894	317	6/14/10	Critical	14	140.66	0	Regular Air	11.34	9.27	4.39	Doug Bickford	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Paper	"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"	Wrap Bag	2010-06-17
33894	318	6/14/10	Critical	5	42.89	0.02	Regular Air	-32.48	6.84	8.37	Doug Bickford	Northwest Territories	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"	Small Pack	2010-06-15
33894	319	6/14/10	Critical	48	226.5	0.09	Regular Air	-173.15	4.98	4.62	Doug Bickford	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack"	Small Pack	2010-06-16
33894	320	6/14/10	Critical	13	438.93	0.04	Express Air	-119.02	32.98	5.5	Doug Bickford	Northwest Territories	Northwest Territories	Corporate	Technology	Computer Peripherals	PC Concepts 116 Key Quantum 3000 Keyboard	Small Box	2010-06-16
33922	321	2/27/10	Not Specified	31	15251.5	0.06	Delivery Truck	5353.19	500.97	69.3	Carlos Daly	Northwest Territories	Northwest Territories	Home Office	Technology	Office Machines	Epson Stylus 1520 Color Inkjet Printer	Jumbo Drum	2010-02-27
34177	322	8/15/09	High	13	34.42	0.02	Regular Air	9.47	2.61	0.5	Toby Braunhardt	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Labels	Avery 494	Small Box	2009-08-18
34177	323	8/15/09	High	26	172.76	0.1	Regular Air	73.18	7.31	0.49	Toby Braunhardt	Northwest Territories	Northwest Territories	Corporate	Office Supplies	Labels	Self-Adhesive Address Labels for Typewriters by Universal	Small Box	2009-08-16
34177	324	8/15/09	High	50	853.162	0.1	Regular Air	-83.95	20.99	2.5	Toby Braunhardt	Northwest Territories	Northwest Territories	Corporate	Technology	Telephones and Communication	Accessory37	Wrap Bag	2009-08-16
